1.068215729	1
1.074095698	2
1.074841799	3
1.078890676	4
1.082513091	5
1.082682816	6
1.089129567	7
1.089400496	8
1.094377476	9
1.09655302	10
1.1032538	11
1.107822769	12
1.113707706	13
1.113908438	14
1.116778995	15
1.14411484	16
1.144488738	17
1.201059277	18
1.218928155	19
1.249611749	20
1.300994112	21
1.303058237	22
1.361366654	23
1.394376118	24
1.395476486	25
1.567654595	26
1.741042979	27
1.754315131	28
1.800030278	29
1.900825257	30
2.028638874	31
2.220527684	32
2.320717606	33
2.496764604	34
2.942553819	35
2.950533145	36
3.431045526	37
4.122888648	38
4.210040716	39
4.310431924	40
4.486492325	41
4.955486244	42
10.556502184	43
10.989294545	44
