3.540645512	1
3.555569139	2
3.556617688	3
3.561433001	4
3.563700777	5
3.564701701	6
3.565055687	7
3.565424794	8
3.569686224	9
3.570384952	10
3.571376633	11
3.572361217	12
3.572673271	13
3.572827137	14
3.574228313	15
3.575151493	16
3.575228024	17
3.575503678	18
3.575770907	19
3.576404602	20
3.578569597	21
3.579441269	22
3.579756167	23
3.579837206	24
3.581685142	25
3.581981624	26
3.582584912	27
3.582688225	28
3.583576847	29
3.583850515	30
3.584876547	31
3.585029143	32
3.585577841	33
3.585929857	34
3.587772546	35
3.587955821	36
3.588246924	37
3.588934817	38
3.589113278	39
3.589125478	40
3.589356402	41
3.590743493	42
3.590946407	43
3.592568208	44
3.59303704	45
3.593304853	46
3.593767276	47
3.593824487	48
3.593949864	49
3.593987166	50
3.594535339	51
3.595056278	52
3.595185819	53
3.595255061	54
3.595481485	55
3.59589291	56
3.596057134	57
3.596795327	58
3.596963782	59
3.597518622	60
3.598380588	61
3.598775897	62
3.598936851	63
3.598965144	64
3.600372011	65
3.601100583	66
3.601329175	67
3.601801083	68
3.602520642	69
3.602541007	70
3.602660213	71
3.603280112	72
3.604217695	73
3.604402302	74
3.604403245	75
3.604707356	76
3.605730083	77
3.60574243	78
3.605878097	79
3.605917288	80
3.607502343	81
3.607827089	82
3.60851696	83
3.609398372	84
3.609538418	85
3.609948349	86
3.610561202	87
3.610656857	88
3.612257874	89
3.61244722	90
3.612997316	91
3.613322116	92
3.61361299	93
3.614027205	94
3.614065635	95
3.614307231	96
3.614699101	97
3.61498953	98
3.615274896	99
3.615328529	100
3.615603356	101
3.615756031	102
3.616904668	103
3.616982329	104
3.617245658	105
3.618344317	106
3.618849483	107
3.61947684	108
3.61948116	109
3.619592002	110
3.619962666	111
3.620445402	112
3.620891463	113
3.621091964	114
3.621193931	115
3.62130823	116
3.621433284	117
3.622105317	118
3.622578255	119
3.62314114	120
3.623548912	121
3.623748268	122
3.623853885	123
3.624115322	124
3.624195421	125
3.624664793	126
3.624916871	127
3.62512245	128
3.625348518	129
3.625452944	130
3.625613667	131
3.625648744	132
3.625917407	133
3.626387908	134
3.626460446	135
3.626797824	136
3.627080638	137
3.628592198	138
3.628693464	139
3.629269184	140
3.629567074	141
3.62963663	142
3.630074519	143
3.630409111	144
3.630766262	145
3.631180699	146
3.631205986	147
3.63202129	148
3.63226748	149
3.632357698	150
3.632376328	151
3.632559802	152
3.632652354	153
3.632930515	154
3.632963458	155
3.633097163	156
3.633430729	157
3.633455225	158
3.633728374	159
3.633787294	160
3.633809498	161
3.63400976	162
3.634290148	163
3.634519786	164
3.634686556	165
3.634881793	166
3.634943375	167
3.635134386	168
3.635463165	169
3.63555883	170
3.635843583	171
3.636030366	172
3.63629122	173
3.63639282	174
3.636476437	175
3.636656317	176
3.636887076	177
3.637054817	178
3.637514413	179
3.638241819	180
3.638327301	181
3.638407142	182
3.63842197	183
3.638548439	184
3.638712791	185
3.638742202	186
3.639521036	187
3.639845247	188
3.640405315	189
3.640625854	190
3.64114288	191
3.641231623	192
3.641262033	193
3.641478076	194
3.641516195	195
3.641576569	196
3.641620963	197
3.641659837	198
3.642044206	199
3.642464775	200
3.642841804	201
3.642994132	202
3.644027818	203
3.644260538	204
3.644260959	205
3.644315062	206
3.64457185	207
3.645108334	208
3.64541141	209
3.64543704	210
3.645963936	211
3.645977779	212
3.645993549	213
3.6461722	214
3.646851858	215
3.646954611	216
3.647273013	217
3.647318445	218
3.648109494	219
3.648332143	220
3.648411095	221
3.648455567	222
3.648572558	223
3.648597578	224
3.648779894	225
3.648783872	226
3.648817212	227
3.649295758	228
3.64968108	229
3.649685719	230
3.649741684	231
3.650018677	232
3.650036048	233
3.650316702	234
3.650569325	235
3.650614826	236
3.65085376	237
3.650935221	238
3.650952454	239
3.650961092	240
3.65101163	241
3.651197706	242
3.65181395	243
3.651988262	244
3.652142334	245
3.65241261	246
3.652486485	247
3.653228966	248
3.653357707	249
3.653833788	250
